,YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,ESPN_ID
8,2018,MIN,95,318,41,59,13,0,15,39,34,80,1,0,.186,.276,.368,.644,-0.3,30536
0,2011,MIL,8,3,1,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833,0.1,30247
1,2012,MIL,16,23,3,7,1,2,0,5,1,3,0,1,.304,.320,.522,.842,0.2,30247
2,2013,MIL,134,298,29,63,15,3,4,33,25,60,7,1,.211,.279,.322,.601,0.7,30247
3,2014,MIL,65,116,13,21,9,1,0,8,15,27,2,1,.181,.278,.276,.554,-0.0,30247
4,2015,MIL,69,122,17,27,6,1,1,6,12,29,1,0,.221,.299,.311,.610,-0.5,30247
5,2016,MIN,26,63,8,15,3,1,0,1,8,16,0,0,.238,.342,.317,.659,0.1,30247
0,2013,CHC,27,38,2,8,1,0,0,0,3,14,0,0,.211,.268,.237,.505,-0.2,30717
1,2014,CHC,31,65,10,16,3,0,1,6,1,16,1,0,.246,.269,.338,.607,-0.6,30717
0,2011,CLE,66,212,27,54,13,0,7,22,8,49,1,0,.255,.284,.415,.699,1.0,30523
1,2012,CLE,43,142,16,38,6,1,5,16,8,27,2,1,.268,.311,.430,.741,0.1,30523
2,2013,CLE,94,289,30,65,17,0,11,36,16,56,1,0,.225,.270,.398,.668,1.4,30523
3,2014,CLE,142,478,62,134,29,1,13,59,39,99,3,1,.280,.343,.427,.770,1.5,30523
4,2015,CLE,106,333,38,82,19,1,7,44,23,69,4,1,.246,.294,.372,.666,2.3,30523
5,2016,CLE,126,385,43,110,25,5,8,57,23,70,6,0,.286,.328,.439,.767,1.4,30523
6,2017,CLE,82,236,34,68,17,1,12,53,25,55,2,2,.288,.360,.521,.881,1.2,30523
7,2018,CLE,29,84,11,27,6,1,1,9,8,12,1,0,.321,.394,.452,.846,0.1,30523
0,2010,MIL,43,147,17,45,11,1,1,13,9,28,7,1,.306,.348,.415,.763,2.0,29416
1,2011,KC,6,22,4,6,1,0,0,1,1,4,0,0,.273,.304,.318,.622,0.1,29416
2,2012,KC,61,222,27,59,9,2,7,31,15,56,10,0,.266,.316,.419,.735,1.9,29416
3,2013,KC,115,399,54,100,21,3,4,46,33,90,14,6,.251,.310,.348,.658,3.2,29416
4,2014,KC,133,471,55,142,29,4,5,53,24,108,28,5,.301,.339,.412,.751,5.0,29416
5,2015,KC,140,551,101,169,34,6,16,72,37,98,28,6,.307,.361,.477,.838,7.2,29416
6,2016,KC,103,397,56,114,19,1,9,56,31,84,14,5,.287,.339,.408,.747,2.9,29416
7,2017,KC,155,584,86,175,27,5,15,49,54,100,26,2,.300,.363,.440,.803,5.3,29416
8,2018,MIL,141,539,90,166,25,2,10,38,71,94,30,7,.308,.395,.417,.812,6.9,29416
0,2008,PHI,1,4,2,2,0,0,1,2,0,2,0,0,.500,.500,1.250,1.750,0.1,29241
1,2009,CLE,14,44,6,11,6,0,0,4,7,14,0,0,.250,.346,.386,.732,0.1,29241
2,2009,PHI,7,17,3,4,1,0,0,0,3,7,0,0,.235,.350,.294,.644,0.1,29241
3,2009,Total,21,61,9,15,7,0,0,4,10,21,0,0,.246,.347,.361,.708,0.2,29241
4,2010,CLE,87,262,29,51,15,0,3,22,26,55,8,1,.195,.274,.286,.560,0.2,29241
5,2011,CLE,79,243,26,56,9,2,1,19,24,68,4,2,.230,.300,.296,.596,0.4,29241
6,2012,CLE,70,195,27,44,8,2,0,13,36,44,4,2,.226,.348,.287,.635,0.1,29241
7,2013,CLE,3,3,0,0,0,0,0,0,2,0,0,0,.000,.400,.000,.400,0.0,29241
0,2018,TOR,65,249,30,70,8,0,11,35,9,59,1,2,.281,.309,.446,.755,0.1,36040
0,2010,NYM,29,84,11,17,6,0,4,13,6,22,0,0,.202,.261,.417,.678,-0.2,30953
1,2011,NYM,100,301,38,88,21,3,10,50,33,57,1,0,.292,.370,.482,.852,0.7,30953
2,2012,NYM,121,401,43,96,15,0,15,57,51,120,1,0,.239,.329,.389,.718,-1.4,30953
3,2013,NYM,100,318,42,71,16,0,15,33,55,102,0,3,.223,.352,.415,.767,-0.2,30953
4,2014,NYM,153,514,74,130,27,0,30,92,69,135,3,2,.253,.349,.481,.830,3.7,30953
5,2015,NYM,135,471,67,115,33,0,27,73,66,138,0,2,.244,.352,.486,.838,3.0,30953
6,2016,NYM,47,153,20,35,7,0,7,23,15,36,0,0,.229,.302,.412,.714,0.1,30953
7,2017,NYM,75,252,30,62,21,0,17,37,37,73,0,0,.246,.347,.532,.879,1.1,30953
8,2017,TB,52,171,20,30,7,0,13,27,23,62,0,0,.175,.285,.444,.729,-0.0,30953
9,2017,Total,127,423,50,92,28,0,30,64,60,135,0,0,.217,.322,.496,.818,1.1,30953
10,2018,KC,87,310,34,75,12,1,13,48,24,95,1,0,.242,.310,.413,.723,0.3,30953
11,2018,ATL,20,18,1,4,2,0,1,2,4,7,0,0,.222,.364,.500,.864,0.1,30953
12,2018,Total,107,328,35,79,14,1,14,50,28,102,1,0,.241,.313,.418,.731,0.4,30953
0,2012,BAL,9,18,2,1,0,0,0,0,3,5,0,0,.056,.190,.056,.246,-0.2,30540
0,2018,NYM,35,67,4,14,2,0,0,5,7,3,1,0,.209,.284,.239,.523,-0.3,35149
0,2012,SEA,7,17,0,1,0,0,0,0,1,4,0,0,.059,.111,.059,.170,-0.3,29643
0,2013,LAA,34,104,15,27,6,0,0,5,2,28,0,2,.260,.291,.317,.608,0.4,31970
1,2014,LAA,18,37,3,6,2,0,0,2,0,13,0,0,.162,.205,.216,.421,-0.6,31970
2,2015,BOS,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.0,31970
3,2015,MIL,15,15,1,1,0,0,0,0,1,6,0,0,.067,.125,.067,.192,-0.3,31970
4,2015,Total,16,16,1,1,0,0,0,0,1,6,0,0,.063,.118,.063,.181,-0.3,31970
0,2014,TEX,43,115,12,30,6,0,0,8,5,21,5,1,.261,.303,.313,.616,0.2,31927
1,2015,MIL,36,97,8,19,0,1,0,4,6,25,0,0,.196,.240,.216,.456,-0.4,31927
2,2016,SEA,32,72,12,13,0,0,2,5,1,25,1,1,.181,.203,.264,.467,-0.4,31927
3,2016,SD,34,108,13,31,6,1,2,13,11,23,3,1,.287,.353,.417,.770,0.3,31927
4,2016,Total,66,180,25,44,6,1,4,18,12,48,4,2,.244,.295,.356,.651,-0.1,31927
5,2017,SD,29,49,3,8,0,0,0,1,4,11,1,0,.163,.226,.163,.389,-0.4,31927
6,2018,BAL,8,18,2,2,0,0,1,1,2,5,0,0,.111,.200,.278,.478,-0.3,31927
0,2017,SD,56,123,7,20,3,1,0,7,12,30,0,0,.163,.243,.203,.446,-1.1,33805
0,2018,SD,12,48,5,10,1,0,2,5,3,10,1,0,.208,.264,.354,.618,0.2,35383
0,2008,SEA,18,49,6,12,5,0,0,1,4,11,0,0,.245,.315,.347,.662,-0.3,29246
1,2009,CLE,103,368,52,92,25,3,10,31,26,83,2,3,.250,.298,.416,.714,0.8,29246
2,2010,CLE,91,275,22,53,12,0,2,24,28,61,1,2,.193,.273,.258,.531,-0.2,29246
3,2011,CLE,17,43,4,9,0,0,1,1,1,9,1,0,.209,.227,.279,.506,-0.3,29246
4,2012,CHC,90,265,26,58,20,0,4,28,36,55,0,2,.219,.310,.340,.650,0.4,29246
5,2013,CHC,108,331,34,72,15,1,12,37,53,63,1,4,.218,.331,.378,.709,1.6,29246
6,2014,CHC,149,478,68,119,33,4,16,51,65,113,1,2,.249,.341,.435,.776,1.6,29246
7,2015,HOU,132,434,62,97,18,0,25,56,50,106,1,0,.224,.310,.438,.748,2.1,29246
8,2016,HOU,90,292,38,76,17,1,13,40,44,81,1,1,.260,.357,.459,.816,2.6,29246
9,2017,LAA,117,347,42,69,15,0,22,65,48,106,0,2,.199,.294,.432,.726,0.0,29246
10,2018,LAA,96,266,23,53,9,0,9,33,19,100,3,0,.199,.253,.335,.588,-0.9,29246
0,2008,SD,36,94,12,14,3,1,1,6,10,34,0,0,.149,.238,.234,.472,0.0,29125
1,2009,ARI,10,18,3,3,0,0,0,1,3,3,0,0,.167,.286,.167,.453,-0.2,29125
2,2010,CLE,6,14,4,5,0,0,2,3,2,5,0,0,.357,.438,.786,1.224,0.3,29125
3,2012,CLE,4,14,2,3,1,0,0,1,0,3,1,0,.214,.214,.286,.500,0.2,29125
0,2010,MIN,2,7,1,2,0,0,1,1,0,3,0,1,.286,.286,.714,1.000,0.0,29428
1,2011,MIN,96,287,31,64,12,0,7,30,24,79,3,2,.223,.289,.338,.627,0.7,29428
2,2012,MIN,4,10,0,2,0,0,0,2,0,4,1,0,.200,.182,.200,.382,0.0,29428
3,2012,OAK,4,13,0,1,0,0,0,0,0,6,0,0,.077,.077,.077,.154,-0.3,29428
4,2012,Total,8,23,0,3,0,0,0,2,0,10,1,0,.130,.125,.130,.255,-0.3,29428
0,2015,TB,15,35,2,6,3,0,0,2,0,8,0,0,.171,.171,.257,.428,-0.2,33271
1,2016,TB,42,119,10,27,7,0,3,15,4,36,0,0,.227,.252,.361,.613,0.4,33271
2,2017,TOR,46,130,10,19,5,0,2,7,3,35,1,0,.146,.176,.231,.407,-0.2,33271
3,2018,TOR,68,202,22,50,13,1,3,27,25,67,2,0,.248,.333,.366,.699,1.0,33271
0,2008,WAS,10,21,2,3,0,0,1,3,5,9,0,0,.143,.308,.286,.594,0.0,29257
1,2013,OAK,13,28,2,5,3,0,1,5,1,8,0,0,.179,.200,.393,.593,-0.2,29257
0,2005,HOU,34,80,6,15,4,2,0,4,9,23,1,1,.188,.270,.288,.558,-0.5,6229
1,2006,HOU,65,214,31,72,19,6,10,37,30,43,2,1,.336,.426,.621,1.047,2.4,6229
2,2007,HOU,132,369,49,94,28,5,18,64,53,95,3,1,.255,.351,.504,.855,1.3,6229
3,2008,BAL,148,475,67,122,29,2,23,65,53,102,2,2,.257,.336,.472,.808,2.3,6229
4,2009,BAL,128,449,61,116,26,1,25,77,55,104,0,0,.258,.340,.488,.828,0.9,6229
5,2010,BAL,131,447,70,127,29,1,27,72,59,98,2,0,.284,.368,.535,.903,3.5,6229
6,2011,BAL,64,209,24,46,11,0,9,22,24,54,1,1,.220,.301,.402,.703,0.4,6229
7,2012,TB,96,314,35,72,22,1,14,55,21,80,5,0,.229,.285,.439,.724,0.1,6229
8,2013,TB,91,253,27,61,13,2,9,40,30,63,1,1,.241,.326,.415,.741,0.3,6229
0,2017,STL,62,114,18,28,9,0,4,18,7,31,0,0,.246,.306,.430,.736,0.3,35201
1,2018,NYY,39,132,28,44,5,0,14,33,15,39,0,0,.333,.405,.689,1.094,1.3,35201
2,2018,STL,8,11,2,2,0,0,1,3,2,4,0,0,.182,.308,.455,.763,0.1,35201
3,2018,Total,47,143,30,46,5,0,15,36,17,43,0,0,.322,.398,.671,1.069,1.4,35201
0,2015,SF,10,32,2,7,0,1,0,1,0,8,0,0,.219,.235,.281,.516,-0.3,32765
1,2016,SF,54,112,14,25,3,0,6,15,13,35,0,1,.223,.315,.411,.726,0.4,32765
2,2017,SF,28,68,8,16,2,0,3,6,5,25,1,1,.235,.288,.397,.685,-0.2,32765
3,2018,SF,28,94,14,20,4,0,4,11,11,27,1,1,.213,.295,.383,.678,0.5,32765
0,2017,STL,22,60,10,19,0,0,0,5,4,14,2,2,.317,.359,.317,.676,0.3,33814
1,2018,MIA,54,147,10,28,3,0,0,7,6,39,3,2,.190,.222,.211,.433,-1.3,33814
0,2004,MON,32,107,10,22,5,2,1,4,10,20,4,0,.206,.286,.318,.604,-0.5,6087
1,2005,LAA,77,191,18,47,8,4,1,15,17,21,9,3,.246,.306,.346,.652,0.2,6087
2,2006,LAA,104,352,64,103,21,3,5,44,38,35,14,6,.293,.365,.412,.777,1.6,6087
3,2007,LAA,102,336,47,97,17,2,6,51,33,39,7,1,.289,.349,.405,.754,1.4,6087
4,2008,LAA,79,290,44,78,14,2,3,37,26,27,11,2,.269,.329,.362,.691,1.5,6087
5,2009,LAA,114,387,74,116,22,3,8,65,35,41,13,5,.300,.359,.434,.793,3.5,6087
6,2010,LAA,61,212,27,53,13,1,3,27,21,27,7,3,.250,.321,.363,.684,1.2,6087
7,2011,LAA,122,449,51,124,35,0,5,38,33,65,9,6,.276,.334,.388,.722,1.4,6087
8,2012,LAA,100,289,35,74,11,0,2,20,25,38,17,2,.256,.320,.315,.635,0.0,6087
9,2013,TOR,107,365,33,86,12,0,5,32,27,38,1,5,.236,.288,.310,.598,-1.0,6087
10,2014,TOR,11,35,3,10,1,0,0,1,2,4,1,0,.286,.324,.314,.638,0.2,6087
0,2014,PHI,16,56,5,10,2,0,0,5,1,13,0,0,.179,.190,.214,.404,-0.4,32163
1,2015,PHI,80,304,45,85,22,1,14,50,26,52,1,0,.280,.343,.497,.840,1.7,32163
2,2016,PHI,152,581,67,148,23,1,25,88,40,106,1,1,.255,.306,.427,.733,1.2,32163
3,2017,PHI,154,575,66,132,29,1,24,76,41,95,0,0,.230,.281,.409,.690,-0.2,32163
4,2018,PHI,131,433,48,117,17,1,22,68,29,62,1,0,.270,.314,.467,.781,0.2,32163
0,2016,ATL,72,189,28,45,7,4,3,22,20,48,16,8,.238,.316,.365,.681,1.0,32933
1,2017,TB,81,256,33,69,8,4,2,12,23,62,16,5,.270,.329,.355,.684,1.7,32933
2,2018,TB,141,480,65,142,27,10,2,40,47,98,40,12,.296,.367,.406,.773,3.5,32933
0,2012,BAL,51,191,24,50,8,3,7,26,9,38,2,0,.262,.294,.445,.739,1.5,31097
1,2013,BAL,156,667,88,189,51,3,14,71,29,113,6,7,.283,.314,.432,.746,6.5,31097
2,2014,BAL,82,327,38,91,14,0,12,32,20,68,2,0,.278,.324,.431,.755,2.4,31097
3,2015,BAL,162,633,102,181,30,1,35,86,70,111,20,8,.286,.359,.502,.861,7.1,31097
4,2016,BAL,157,640,105,188,40,1,37,96,48,120,0,3,.294,.343,.533,.876,6.7,31097
5,2017,BAL,156,630,81,163,33,1,33,95,50,115,9,4,.259,.310,.471,.781,3.5,31097
6,2018,BAL,96,365,48,115,21,1,24,65,45,51,8,1,.315,.387,.575,.962,2.9,31097
7,2018,LAD,66,267,36,73,14,2,13,42,25,53,6,1,.273,.338,.487,.825,2.8,31097
8,2018,Total,162,632,84,188,35,3,37,107,70,104,14,2,.297,.367,.538,.905,5.7,31097
0,2011,KC,4,14,2,3,2,0,0,0,1,2,0,0,.214,.267,.357,.624,-0.1,30268
1,2012,KC,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1,30268
2,2016,MIL,33,71,4,18,4,0,2,12,10,15,0,1,.254,.346,.394,.740,0.2,30268
3,2017,MIL,107,330,45,92,21,0,9,43,20,79,2,0,.279,.327,.424,.751,2.6,30268
4,2018,MIL,98,306,39,77,13,2,9,28,21,62,2,0,.252,.307,.395,.702,1.1,30268
0,2016,SD,10,37,4,9,4,1,0,3,0,7,2,0,.243,.243,.405,.648,0.6,33599
1,2017,SD,126,487,53,128,18,7,13,39,35,106,17,7,.263,.313,.409,.722,2.5,33599
2,2018,SD,141,477,50,117,26,8,8,51,32,88,11,10,.245,.292,.384,.676,1.5,33599
0,2013,HOU,52,134,11,28,9,0,4,13,10,45,2,0,.209,.267,.366,.633,-0.4,30775
1,2014,HOU,67,186,16,36,6,0,6,21,21,54,0,0,.194,.279,.323,.602,-0.5,30775
2,2015,LAA,11,35,2,5,2,0,1,5,3,11,0,0,.143,.211,.286,.497,-0.2,30775
3,2015,DET,12,33,1,5,0,0,1,2,0,13,0,0,.152,.152,.242,.394,-0.5,30775
4,2015,TB,4,10,0,1,1,0,0,1,0,7,0,0,.100,.100,.200,.300,-0.2,30775
5,2015,Total,27,78,3,11,3,0,2,8,3,31,0,0,.141,.173,.256,.429,-0.9,30775
0,2013,MIA,70,275,31,73,17,4,3,32,13,57,5,1,.265,.303,.389,.692,0.6,31668
1,2014,MIA,153,565,72,152,26,5,23,85,41,164,3,1,.269,.317,.455,.772,4.4,31668
2,2015,MIA,123,459,47,119,27,0,10,44,30,110,2,3,.259,.308,.383,.691,0.4,31668
3,2016,MIA,148,557,75,148,23,6,23,76,43,115,0,3,.266,.321,.452,.773,2.5,31668
4,2017,MIA,159,613,93,191,30,2,37,124,64,144,1,3,.312,.376,.548,.924,5.8,31668
5,2018,STL,148,582,69,163,16,2,23,88,38,110,3,0,.280,.325,.433,.758,2.9,31668
0,2016,BOS,40,51,11,15,1,0,1,5,5,10,1,0,.294,.357,.373,.730,-0.3,33431
1,2017,BOS,21,58,7,16,3,0,0,2,1,15,0,1,.276,.300,.328,.628,0.2,33431
0,2002,NYM,27,36,2,8,0,1,1,6,0,11,0,1,.222,.216,.361,.577,-0.1,5217
1,2003,NYM,48,75,10,16,4,0,2,6,13,14,2,0,.213,.333,.347,.680,-0.1,5217
2,2004,OAK,137,455,50,124,32,1,7,43,16,58,0,0,.273,.297,.393,.690,0.1,5217
3,2005,OAK,118,381,48,94,22,3,9,37,36,48,5,2,.247,.310,.391,.701,1.4,5217
4,2006,OAK,117,365,52,97,21,6,5,41,50,66,5,1,.266,.350,.397,.747,0.0,5217
5,2007,OAK,104,338,49,88,13,0,7,41,35,40,2,1,.260,.332,.361,.693,1.0,5217
6,2008,TOR,145,517,76,138,23,1,7,60,57,65,7,2,.267,.341,.356,.697,4.1,5217
7,2009,TOR,144,574,100,162,35,1,12,60,90,75,14,5,.282,.379,.409,.788,5.2,5217
8,2010,BOS,150,632,92,174,38,0,11,56,53,71,5,4,.275,.333,.388,.721,2.4,5217
9,2011,BOS,113,395,59,118,26,1,7,54,38,36,4,2,.299,.358,.423,.781,2.6,5217
10,2012,SF,61,243,40,88,16,1,3,44,13,14,2,1,.362,.385,.473,.858,2.1,5217
11,2012,COL,95,377,47,102,16,3,4,30,27,35,7,3,.271,.324,.361,.685,-0.1,5217
12,2012,Total,156,620,87,190,32,4,7,74,40,49,9,4,.306,.348,.405,.753,2.0,5217
13,2013,SF,127,488,57,145,23,3,2,31,45,34,2,0,.297,.357,.369,.726,2.4,5217
14,2014,SF,5,11,1,1,0,0,0,0,1,3,0,0,.091,.167,.091,.258,-0.3,5217
0,2013,CHW,21,69,7,18,4,0,2,7,1,22,2,2,.261,.268,.406,.674,0.6,32146
1,2014,CHW,64,231,30,54,10,2,6,28,21,70,3,0,.234,.300,.372,.672,0.5,32146
2,2015,OAK,155,556,65,143,23,7,15,45,42,132,11,5,.257,.310,.405,.715,2.7,32146
3,2016,OAK,159,568,72,135,27,2,27,75,51,139,10,2,.238,.300,.435,.735,3.0,32146
4,2017,OAK,85,342,53,85,19,1,10,40,38,85,12,1,.249,.325,.398,.723,1.1,32146
5,2018,OAK,159,632,89,161,35,2,15,70,61,131,14,6,.255,.318,.388,.706,4.3,32146
0,2015,OAK,124,441,61,112,22,3,16,70,33,96,7,2,.254,.315,.426,.741,1.1,31670
1,2016,OAK,16,41,4,5,0,0,3,6,0,20,0,1,.122,.140,.341,.481,-0.4,31670
2,2017,OAK,57,173,16,36,13,1,5,14,7,56,2,0,.208,.262,.382,.644,-0.8,31670
3,2018,OAK,122,365,60,91,22,0,17,52,34,88,1,2,.249,.328,.449,.777,1.6,31670
0,2007,ARI,111,366,62,102,20,4,17,62,37,129,0,1,.279,.349,.495,.844,1.2,28772
1,2008,ARI,152,539,87,129,28,3,28,97,64,204,11,2,.239,.320,.458,.778,0.3,28772
2,2009,ARI,155,578,98,150,30,1,44,102,76,223,24,9,.260,.349,.543,.892,3.0,28772
3,2010,ARI,145,499,79,99,17,2,32,85,83,211,7,4,.198,.320,.433,.753,0.2,28772
4,2011,BAL,155,534,84,118,27,1,37,86,75,196,6,4,.221,.323,.483,.806,0.5,28772
5,2012,BAL,135,457,65,101,26,0,23,69,73,159,1,3,.221,.335,.429,.764,-0.1,28772
6,2013,CLE,99,335,40,72,8,0,15,48,43,123,3,0,.215,.307,.373,.680,-1.1,28772
7,2013,NYY,36,110,15,26,6,0,6,19,8,31,0,1,.236,.300,.455,.755,0.8,28772
8,2013,Total,135,445,55,98,14,0,21,67,51,154,3,1,.220,.306,.393,.699,-0.3,28772
9,2014,MIL,130,378,47,74,9,0,22,45,47,122,5,1,.196,.287,.394,.681,0.7,28772
10,2015,STL,140,382,35,88,21,2,13,48,44,121,2,3,.230,.315,.398,.713,-0.6,28772
11,2016,COL,118,393,61,111,24,0,14,53,42,112,1,2,.282,.356,.450,.806,1.5,28772
12,2017,COL,148,520,82,139,22,1,30,97,69,175,2,1,.267,.352,.487,.839,0.9,28772
13,2018,WSH,86,206,26,51,8,0,13,40,24,64,0,0,.248,.328,.476,.804,-0.3,28772
0,2003,TEX,146,529,66,137,29,5,26,84,44,120,1,2,.259,.331,.480,.811,2.4,4937
1,2004,TEX,145,545,101,153,34,2,38,112,68,117,4,1,.281,.370,.560,.930,4.3,4937
2,2005,TEX,162,644,112,194,41,3,43,144,72,124,4,0,.301,.379,.575,.954,7.0,4937
3,2006,TEX,162,628,99,177,45,1,33,110,89,128,2,0,.282,.371,.514,.885,4.2,4937
4,2007,TEX,78,286,48,85,24,1,13,49,45,66,0,0,.297,.397,.524,.921,2.5,4937
5,2007,ATL,54,208,38,66,9,1,17,56,27,46,0,0,.317,.404,.615,1.019,1.9,4937
6,2007,Total,132,494,86,151,33,2,30,105,72,112,0,0,.306,.400,.563,.963,4.4,4937
7,2008,LAA,54,193,39,69,14,0,13,43,32,23,2,0,.358,.449,.632,1.081,3.6,4937
8,2008,ATL,103,381,63,108,27,0,20,78,65,70,0,0,.283,.390,.512,.902,3.9,4937
9,2008,Total,157,574,102,177,41,0,33,121,97,93,2,0,.308,.410,.552,.962,7.5,4937
10,2009,NYY,156,609,103,178,43,3,39,122,81,114,2,0,.292,.383,.565,.948,5.1,4937
11,2010,NYY,158,601,113,154,36,0,33,108,93,122,0,1,.256,.365,.481,.846,3.9,4937
12,2011,NYY,156,589,90,146,26,1,39,111,76,110,4,1,.248,.341,.494,.835,3.0,4937
13,2012,NYY,123,451,66,113,27,1,24,84,54,83,2,1,.251,.332,.475,.807,3.6,4937
14,2013,NYY,15,53,5,8,1,0,3,12,8,19,0,0,.151,.270,.340,.610,-0.3,4937
15,2014,NYY,123,440,56,95,14,0,22,62,58,109,1,1,.216,.313,.398,.711,1.0,4937
16,2015,NYY,111,392,57,100,22,0,31,79,59,85,2,0,.255,.357,.548,.905,3.8,4937
17,2016,NYY,116,387,43,79,16,0,15,44,47,105,2,0,.204,.292,.362,.654,-0.6,4937
0,2010,LAA,8,15,2,1,0,0,0,2,1,8,0,0,.067,.125,.067,.192,-0.1,29322
1,2011,LAA,149,539,65,137,31,1,29,87,25,120,9,4,.254,.291,.477,.768,2.5,29322
2,2012,LAA,144,544,66,146,19,3,32,95,36,153,4,5,.268,.317,.491,.808,2.3,29322
3,2013,LAA,159,620,85,145,30,2,34,100,54,184,5,2,.234,.294,.453,.747,2.2,29322
4,2014,ARI,88,328,37,77,15,1,14,61,28,89,2,3,.235,.293,.415,.708,-1.1,29322
5,2015,SEA,96,334,39,88,13,0,13,41,26,93,0,0,.263,.316,.419,.735,0.8,29322
6,2015,ARI,46,174,23,45,10,3,9,23,10,39,0,0,.259,.299,.506,.805,0.8,29322
7,2015,Total,142,508,62,133,23,3,22,64,36,132,0,0,.262,.310,.449,.759,1.6,29322
8,2016,BAL,159,613,94,157,27,1,47,108,51,170,2,0,.256,.316,.533,.849,1.6,29322
9,2017,BAL,146,559,79,131,22,0,23,65,42,149,1,0,.234,.289,.397,.686,-0.6,29322
10,2018,BAL,90,330,41,86,12,0,17,44,24,87,0,0,.261,.313,.452,.765,0.3,29322
0,2017,CHC,7,14,0,0,0,0,0,1,4,6,2,0,.000,.222,.000,.222,0.0,33887
1,2018,CHC,5,5,0,2,1,0,0,1,1,1,0,0,.400,.500,.600,1.100,0.1,33887
0,2002,PHI,10,35,2,8,2,0,1,1,1,8,0,2,.229,.250,.371,.621,-0.2,5033
1,2003,PHI,135,495,86,150,28,4,7,45,44,94,11,1,.303,.366,.418,.784,3.1,5033
2,2004,PHI,106,346,48,79,13,2,5,33,22,68,2,2,.228,.287,.321,.608,-2.3,5033
3,2005,WAS,74,216,20,57,15,2,2,26,18,47,5,1,.264,.318,.380,.698,-0.2,5033
4,2005,PHI,5,13,0,4,0,0,0,0,1,3,0,0,.308,.400,.308,.708,0.0,5033
5,2005,Total,79,229,20,61,15,2,2,26,19,50,5,1,.266,.323,.376,.699,-0.2,5033
6,2006,WAS,78,197,28,44,8,1,5,18,22,47,3,3,.223,.317,.350,.667,1.1,5033
7,2007,TEX,109,414,60,127,17,8,10,70,29,88,5,3,.307,.355,.459,.814,2.9,5033
8,2008,TEX,122,403,70,120,28,4,10,53,46,62,7,2,.298,.380,.462,.842,3.2,5033
9,2009,TEX,146,547,66,155,43,2,20,89,32,98,8,4,.283,.329,.479,.808,1.9,5033
10,2010,CHC,152,580,84,170,39,2,12,66,31,98,5,1,.293,.346,.429,.775,3.5,5033
11,2011,CHC,119,446,51,123,22,2,9,35,25,78,3,2,.276,.324,.395,.719,1.7,5033
12,2012,BOS,34,100,9,27,2,0,1,7,2,21,0,2,.270,.286,.320,.606,-0.1,5033
13,2012,CHC,13,43,1,3,0,0,0,2,3,10,0,1,.070,.149,.070,.219,-0.4,5033
14,2012,Total,47,143,10,30,2,0,1,9,5,31,0,3,.210,.243,.245,.488,-0.5,5033
15,2013,NYM,117,425,61,121,26,5,21,71,25,124,2,4,.285,.330,.518,.848,4.0,5033
16,2013,PIT,30,107,14,34,9,0,3,17,6,20,0,0,.318,.357,.486,.843,1.0,5033
17,2013,Total,147,532,75,155,35,5,24,88,31,144,2,4,.291,.336,.511,.847,5.0,5033
18,2014,PHI,154,591,71,156,28,2,25,85,35,185,3,2,.264,.312,.445,.757,2.6,5033
19,2015,CIN,96,359,46,85,13,3,19,42,23,101,2,1,.237,.286,.448,.734,0.9,5033
20,2015,SF,39,147,12,40,12,2,4,31,6,44,0,0,.272,.301,.463,.764,0.6,5033
21,2015,Total,135,506,58,125,25,5,23,73,29,145,2,1,.247,.290,.453,.743,1.4,5033
22,2016,CLE,34,115,11,31,6,0,5,19,11,38,0,0,.270,.326,.452,.778,0.3,5033
0,2011,MIL,3,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.0,30289
1,2012,MIL,78,233,22,62,9,0,8,30,17,56,1,1,.266,.321,.408,.729,1.5,30289
2,2013,MIL,67,183,13,31,7,1,4,22,13,53,0,0,.169,.236,.284,.520,-0.1,30289
3,2014,MIL,52,111,14,26,5,0,4,16,11,32,0,0,.234,.320,.387,.707,0.8,30289
4,2015,MIL,79,229,19,48,7,0,4,22,23,65,0,1,.210,.282,.293,.575,0.2,30289
5,2016,MIL,76,208,21,42,7,0,8,21,35,56,1,0,.202,.332,.351,.683,0.8,30289
6,2017,LAA,138,429,43,95,19,1,14,38,15,119,0,2,.221,.276,.368,.644,1.7,30289
7,2018,LAA,78,265,24,59,14,0,5,32,13,73,0,1,.223,.284,.332,.616,0.4,30289
8,2018,HOU,41,108,15,25,4,1,4,12,3,25,0,0,.231,.257,.398,.655,0.1,30289
9,2018,Total,119,373,39,84,18,1,9,44,16,98,0,1,.225,.276,.351,.627,0.5,30289
0,2006,ATL,24,42,3,11,1,1,1,9,5,7,0,0,.262,.340,.405,.745,-0.6,6513
1,2007,ATL,28,59,5,17,3,0,0,2,3,6,0,0,.288,.323,.339,.662,0.0,6513
2,2008,ATL,78,228,36,73,18,4,2,33,21,29,3,1,.320,.377,.461,.838,1.5,6513
3,2009,ATL,128,450,64,138,38,0,11,49,36,59,1,3,.307,.358,.464,.822,2.8,6513
